Level 2,Level 3,Level 4,Level 5,GVA,GDP,Total Sales m,Available Sales m
Education,Interactive Design,Define,SEO  SEM,0.10,0.12,0.08,0.03
Education,Interactive Design,Define,Content strategy,0.18,0.21,0.15,0.07
Education,Interactive Design,Define,Technology strategy,0.09,0.11,0.08,0.02
Education,Interactive Design,Define,Comms strategy,0.14,0.17,0.12,0.03
Education,Interactive Design,Develop,Strategy development,0.79,0.99,0.64,0.37
Education,Interactive Design,Develop,Design development,0.48,0.60,0.41,0.14
Education,Interactive Design,Develop,Program design,0.65,0.82,0.54,0.30
Education,Interactive Design,Develop,Front-end development,0.54,0.64,0.44,0.09
Education,Interactive Design,Develop,Interactive design,0.61,0.79,0.53,0.16
Education,Interactive Design,Develop,Wireframes,0.68,0.85,0.58,0.15
Education,Interactive Design,Develop,User interface design,0.80,1.01,0.67,0.20
Education,Interactive Design,Develop,User Experience design (UX),0.58,0.72,0.48,0.28
Education,Interactive Design,Develop,User testing,0.55,0.69,0.44,0.19
Education,Interactive Design,Develop,Content management system ,0.80,0.97,0.66,0.22
Education,Interactive Design,Develop,Content development,0.69,0.81,0.56,0.15
Education,Interactive Design,Develop,Browser testing,0.89,1.07,0.75,0.42
Education,Interactive Design,Develop,Product prototyping,0.62,0.77,0.51,0.15
Education,Interactive Design,Deliver,Documentation,0.52,0.66,0.45,0.09
Education,Interactive Design,Deliver,Print production,0.68,0.85,0.58,0.19
Education,Interactive Design,Deliver,Digital touchpoints,1.16,1.49,0.96,0.50
Education,Interactive Design,Deliver,Production management,0.91,1.18,0.77,0.29
Education,Interactive Design,Deliver,Implementation,0.75,0.95,0.62,0.30
Education,Interactive Design,Deliver,Back-end development,0.55,0.65,0.45,0.19
Education,Interactive Design,Deliver,Usability testing,1.17,1.47,1.00,0.27
Education,Interactive Design,Deliver,CMS Training,0.76,0.94,0.64,0.16
Education,Interactive Design,Deliver,System build,1.17,1.55,0.99,0.22
Education,Interactive Design,Deliver,Programming,1.24,1.49,1.03,0.44
Education,Interactive Design,Deliver,User analytics,0.53,0.64,0.44,0.19
Education,Interactive Design,Deliver,Development,0.57,0.69,0.48,0.13
Education,Interactive Design,Deliver,Software testing,0.77,0.98,0.65,0.36
Education,Interactive Design,Deliver,Device  testing,0.73,0.88,0.59,0.28
Education,Interactive Design,Deliver,UAT - User acceptance,0.91,1.14,0.74,0.16
Education,Interactive Design,Deliver,BAT - Business acceptance,0.55,0.69,0.45,0.13
Education,Interactive Design,Deliver,System testing,1.03,1.26,0.88,0.33
Education,Interactive Design,Deliver,Security testing,0.53,0.69,0.44,0.22
Education,Interactive Design,Deliver,Server build ,0.90,1.12,0.78,0.16
Education,Interactive Design,Deliver,Deployment ,0.58,0.76,0.50,0.26
Education,Interactive Design,Deliver,API Integration Support Services,0.67,0.85,0.58,0.26
Education,Interactive Design,Deliver,Performance Optimisation Support Services,1.08,1.38,0.91,0.51
Education,Spatial Design,Discovery,Market research,0.02,0.03,0.02,0.01
Education,Spatial Design,Discovery,Market analysis,0.02,0.03,0.02,0.01
Education,Spatial Design,Discovery,Customer Insights,0.03,0.03,0.02,0.01
Education,Spatial Design,Discovery,Competitor analysis,0.04,0.04,0.03,0.01
Education,Spatial Design,Discovery,Audit ,0.03,0.04,0.03,0.02
Education,Spatial Design,Discovery,Category analysis,0.03,0.04,0.03,0.01
Education,Spatial Design,Discovery,User needs analysis,0.02,0.03,0.02,0.01
Education,Spatial Design,Discovery,User insights,0.03,0.03,0.02,0.01
Education,Spatial Design,Discovery,Customer journey mapping,0.02,0.03,0.02,0.01
Education,Spatial Design,Discovery,In category research,0.03,0.04,0.03,0.01
Education,Spatial Design,Discovery,Out-of-category research,0.04,0.05,0.03,0.01
Education,Spatial Design,Discovery,Inspiration,0.04,0.04,0.03,0.01
Education,Spatial Design,Discovery,Materiality study,0.02,0.03,0.02,0.01
Education,Spatial Design,Discovery,Site surveyanalysis,0.02,0.02,0.01,0.01
Education,Spatial Design,Discovery,Environmental study,0.02,0.03,0.02,0.01
Education,Spatial Design,Discovery,Space planning ,0.02,0.02,0.01,0.01
Education,Spatial Design,Discovery,Modelling,0.04,0.04,0.03,0.01
Education,Spatial Design,Discovery,Visual audit,0.02,0.03,0.02,0.01
Education,Spatial Design,Discovery,Design brief,0.03,0.04,0.03,0.01
Education,Spatial Design,Discovery,Project Programme,0.03,0.03,0.02,0.01
Education,Spatial Design,Define,Brand strategy,0.04,0.05,0.04,0.01
Education,Spatial Design,Define,Customer strategy,0.03,0.04,0.03,0.01
Education,Spatial Design,Define,Digital strategy,0.05,0.06,0.04,0.02
Education,Spatial Design,Define,Engagement strategy,0.04,0.05,0.03,0.01
Education,Spatial Design,Define,Design strategy,0.05,0.07,0.05,0.01
Education,Spatial Design,Define,Journey mapping,0.05,0.06,0.04,0.02
Education,Spatial Design,Define,Architectural design,0.03,0.04,0.03,0.01
Education,Spatial Design,Define,Retail strategy,0.05,0.06,0.04,0.02
Education,Spatial Design,Define,Retail design ,0.05,0.06,0.04,0.02
Education,Spatial Design,Define,Branded environments,0.04,0.05,0.03,0.02
Education,Spatial Design,Define,Ideation,0.03,0.04,0.02,0.01
Education,Spatial Design,Define,Place branding,0.03,0.04,0.03,0.01
Education,Spatial Design,Define,Corporate fit-out,0.05,0.07,0.04,0.02
Education,Spatial Design,Define,Concept store design,0.03,0.03,0.02,0.01
Education,Spatial Design,Define,Installations,0.05,0.06,0.04,0.02
Education,Spatial Design,Define,Museum design,0.06,0.07,0.04,0.02
Education,Spatial Design,Define,Experience design,0.03,0.03,0.02,0.01
Education,Spatial Design,Define,Pop up retail,0.05,0.07,0.04,0.02
Education,Spatial Design,Define,Wayfinding ,0.03,0.03,0.02,0.01
Education,Spatial Design,Define,Signage programs,0.04,0.05,0.04,0.01
Education,Spatial Design,Define,Network transformation,0.05,0.06,0.04,0.01
Education,Spatial Design,Develop,Strategy development,0.59,0.72,0.50,0.27
Education,Spatial Design,Develop,Design development,0.81,1.02,0.66,0.20
Education,Spatial Design,Develop,Program design,0.66,0.85,0.55,0.32
Education,Spatial Design,Develop,Concept design,0.60,0.81,0.53,0.20
Education,Spatial Design,Develop,Design drawings,0.40,0.53,0.34,0.17
Education,Spatial Design,Develop,Detailed drawings,0.70,0.85,0.58,0.20
Education,Spatial Design,Develop,CAD drawings,0.47,0.58,0.40,0.08
Education,Spatial Design,Develop,Specifications,0.38,0.49,0.32,0.15
Education,Spatial Design,Develop,Tender preparation,0.75,0.97,0.63,0.27
Education,Spatial Design,Develop,Tender process management,0.54,0.66,0.43,0.24
Education,Spatial Design,Develop,Interior design,0.56,0.71,0.45,0.25
Education,Spatial Design,Develop,Installation design,0.40,0.54,0.35,0.07
Education,Spatial Design,Develop,Environmental graphics,0.62,0.74,0.51,0.21
Education,Spatial Design,Develop,Concept presentations,0.43,0.53,0.35,0.17
Education,Spatial Design,Develop,Site selection and test fits,0.78,0.91,0.63,0.35
Education,Spatial Design,Develop,Block planning,0.71,0.88,0.59,0.21
Education,Spatial Design,Develop,Furniture & finishes  study,0.57,0.74,0.50,0.26
Education,Spatial Design,Develop,Low & hi -fi Prototyping,0.66,0.89,0.58,0.28
Education,Spatial Design,Develop,Budget costing,0.44,0.52,0.36,0.19
Education,Spatial Design,Develop,FF&E schedules,0.62,0.77,0.50,0.13
Education,Spatial Design,Develop,Consultant liaison,0.69,0.88,0.58,0.22
Education,Spatial Design,Develop,Local authority liaison,0.56,0.68,0.47,0.20
Education,Spatial Design,Deliver,Documentation,0.28,0.33,0.23,0.05
Education,Spatial Design,Deliver,Print production,0.32,0.40,0.27,0.13
Education,Spatial Design,Deliver,Digital touchpoints,0.29,0.39,0.25,0.15
Education,Spatial Design,Deliver,Production management,0.36,0.44,0.29,0.13
Education,Spatial Design,Deliver,Implementation,0.38,0.47,0.32,0.13
Education,Spatial Design,Deliver,Fit-out management,0.46,0.56,0.38,0.11
Education,Spatial Design,Deliver,Site supervision,0.28,0.35,0.24,0.06
Education,Spatial Design,Deliver,Supplier liaison,0.38,0.47,0.32,0.13
Education,Spatial Design,Deliver,Tender,0.45,0.56,0.38,0.20
Education,Spatial Design,Deliver,Resource consent,0.26,0.33,0.22,0.07
Education,Spatial Design,Deliver,Building consent,0.31,0.39,0.26,0.07
Education,Spatial Design,Deliver,Contract observation,0.24,0.32,0.21,0.11
Education,Spatial Design,Deliver,FF&E procurement,0.24,0.30,0.21,0.09
Education,Spatial Design,Deliver,Local authority liaison,0.43,0.54,0.36,0.12
Education,Spatial Design,Deliver,Consultant liaison,0.20,0.24,0.17,0.08
Education,Spatial Design,Deliver,Project remedials,0.30,0.35,0.24,0.10
Education,Spatial Design,Deliver,Site handover,0.29,0.36,0.25,0.06
Education,Spatial Design,Deliver,Final concept presentation,0.20,0.24,0.16,0.04
Education,Spatial Design,Deliver,3D visuals and renders,0.42,0.54,0.36,0.15
Education,Product Design,Discovery,Market research,0.07,0.08,0.06,0.02
Education,Product Design,Discovery,Market analysis,0.10,0.13,0.09,0.02
Education,Product Design,Discovery,Customer Insights,0.09,0.11,0.08,0.02
Education,Product Design,Discovery,Competitor analysis,0.14,0.18,0.12,0.05
Education,Product Design,Discovery,Audit ,0.09,0.11,0.08,0.05
Education,Product Design,Discovery,Market Research,0.15,0.19,0.12,0.07
Education,Product Design,Discovery,Ergonomic study,0.15,0.20,0.13,0.06
Education,Product Design,Discovery,Material audit,0.09,0.11,0.08,0.02
Education,Product Design,Discovery,User needs analysis,0.07,0.08,0.06,0.02
Education,Product Design,Discovery,Market Research,0.15,0.18,0.12,0.04
Education,Product Design,Discovery,Ergonomic study,0.09,0.11,0.07,0.03
Education,Product Design,Discovery,Material audit,0.11,0.14,0.09,0.02
Education,Product Design,Discovery,User needs analysis,0.13,0.16,0.11,0.03
Education,Product Design,Define,Brand strategy,0.15,0.19,0.12,0.04
Education,Product Design,Define,Customer strategy,0.09,0.11,0.07,0.04
Education,Product Design,Define,Digital strategy,0.14,0.16,0.11,0.05
Education,Product Design,Define,Engagement strategy,0.20,0.25,0.16,0.07
Education,Product Design,Define,Design thinking,0.12,0.14,0.10,0.03
Education,Product Design,Define,Product strategy,0.09,0.11,0.07,0.03
Education,Product Design,Define,Market modelling,0.13,0.15,0.10,0.03
Education,Product Design,Define,Production design,0.14,0.18,0.12,0.03
Education,Product Design,Define,Pre-production costing,0.09,0.11,0.08,0.02
Education,Product Design,Define,Distribution modelling,0.12,0.15,0.10,0.04
Education,Product Design,Develop,Strategy development,0.35,0.45,0.29,0.17
Education,Product Design,Develop,Design development,0.41,0.55,0.35,0.18
Education,Product Design,Develop,Program design,0.48,0.62,0.41,0.14
Education,Product Design,Develop,Ideation,0.35,0.44,0.30,0.10
Education,Product Design,Develop,Visual concept development,0.55,0.68,0.46,0.19
Education,Product Design,Develop,Aesthetic development,0.60,0.73,0.50,0.24
Education,Product Design,Develop,Component planning,0.44,0.53,0.36,0.20
Education,Product Design,Develop,Technology development,0.40,0.47,0.32,0.16
Education,Product Design,Develop,CAD concepts,0.39,0.49,0.31,0.09
Education,Product Design,Develop,Modelling,0.35,0.42,0.29,0.10
Education,Product Design,Develop,User testing,0.52,0.69,0.45,0.26
Education,Product Design,Develop,Rendering,0.47,0.61,0.40,0.11
Education,Product Design,Develop,Rapid prototype,0.39,0.46,0.32,0.08
Education,Product Design,Develop,Prototype development,0.42,0.50,0.35,0.09
Education,Product Design,Develop,3D printing,0.31,0.36,0.25,0.08
Education,Product Design,Develop,Ergonomic testing,0.60,0.74,0.49,0.22
Education,Product Design,Develop,Safety analysis,0.30,0.36,0.24,0.07
Education,Product Design,Develop,Material testing,0.28,0.34,0.23,0.08
Education,Product Design,Develop,Production cost scoping,0.52,0.63,0.42,0.19
Education,Product Design,Develop,Packaging design ,0.54,0.63,0.44,0.14
Education,Product Design,Develop,QA,0.30,0.38,0.26,0.05
Education,Product Design,Deliver,Documentation,0.93,1.15,0.74,0.41
Education,Product Design,Deliver,Print production,1.29,1.59,1.09,0.39
Education,Product Design,Deliver,Digital touchpoints,1.22,1.50,1.04,0.49
Education,Product Design,Deliver,Production management,1.35,1.62,1.08,0.27
Education,Product Design,Deliver,Implementation,0.84,1.04,0.70,0.30
Education,Product Design,Deliver,Production prototypes,1.16,1.41,0.94,0.33
Education,Product Design,Deliver,Production set-up,1.14,1.40,0.93,0.45
Education,Product Design,Deliver,Tooling,0.97,1.17,0.82,0.28
Education,Product Design,Deliver,Production management,0.94,1.21,0.78,0.23
Education,Product Design,Deliver,User testing,0.75,0.93,0.60,0.22
Education,Product Design,Deliver,Product testing,1.26,1.51,1.01,0.41
Education,Motion,Discovery,Market research,0.03,0.04,0.03,0.01
Education,Motion,Discovery,Market analysis,0.02,0.03,0.02,0.01
Education,Motion,Discovery,Customer Insights,0.03,0.04,0.03,0.01
Education,Motion,Discovery,Competitor analysis,0.04,0.04,0.03,0.01
Education,Motion,Discovery,Audit ,0.05,0.06,0.04,0.01
Education,Motion,Discovery,Story Research,0.05,0.06,0.04,0.02
Education,Motion,Discovery,Location scouting,0.03,0.04,0.02,0.01
Education,Motion,Discovery,Site surveys,0.04,0.05,0.03,0.01
Education,Motion,Discovery,Logistics planning,0.03,0.03,0.02,0.01
Education,Motion,Discovery,Budget planning ,0.03,0.04,0.03,0.01
Education,Motion,Discovery,Pre-production planning,0.04,0.06,0.04,0.02
Education,Motion,Define,Brand strategy,0.05,0.06,0.04,0.01
Education,Motion,Define,Customer strategy,0.06,0.08,0.05,0.03
Education,Motion,Define,Digital strategy,0.05,0.06,0.04,0.02
Education,Motion,Define,Engagement strategy,0.07,0.08,0.06,0.02
Education,Motion,Define,Design thinking,0.07,0.09,0.06,0.04
Education,Motion,Define,Script development,0.05,0.07,0.04,0.02
Education,Motion,Define,Storyboarding,0.05,0.06,0.04,0.02
Education,Motion,Define,Production design,0.06,0.07,0.05,0.02
Education,Motion,Define,Casting,0.06,0.08,0.05,0.03
Education,Motion,Define,Prop scoping,0.07,0.09,0.06,0.03
Education,Motion,Define,Visualising,0.05,0.06,0.04,0.02
Education,Motion,Define,Sound design,0.06,0.07,0.05,0.02
Education,Motion,Develop,Strategy development,0.65,0.80,0.53,0.28
Education,Motion,Develop,Design development,0.45,0.54,0.37,0.20
Education,Motion,Develop,Program design,0.64,0.76,0.52,0.25
Education,Motion,Develop,Shoot,0.70,0.87,0.60,0.14
Education,Motion,Develop,Grading,0.35,0.43,0.30,0.17
Education,Motion,Develop,Rendering,0.73,0.90,0.60,0.27
Education,Motion,Develop,Production design ,0.34,0.41,0.28,0.13
Education,Motion,Develop,Lighting design,0.53,0.63,0.43,0.19
Education,Motion,Develop,Set design,0.37,0.45,0.31,0.10
Education,Motion,Develop,Effects design,0.70,0.90,0.59,0.17
Education,Motion,Develop,Model making,0.48,0.64,0.41,0.12
Education,Motion,Develop,Prop sourcing,0.52,0.63,0.42,0.19
Education,Motion,Develop,Prop construction,0.57,0.72,0.50,0.19
Education,Motion,Develop,Matt painting,0.44,0.52,0.35,0.19
Education,Motion,Develop,Sculpture,0.66,0.87,0.56,0.26
Education,Motion,Develop,Sound ,0.68,0.82,0.56,0.33
Education,Motion,Deliver,Documentation,0.22,0.27,0.18,0.10
Education,Motion,Deliver,Print production,0.26,0.30,0.21,0.07
Education,Motion,Deliver,Digital touchpoints,0.38,0.46,0.32,0.08
Education,Motion,Deliver,Production management,0.23,0.30,0.19,0.08
Education,Motion,Deliver,Implementation,0.27,0.33,0.22,0.07
Education,Motion,Deliver,Editing,0.34,0.45,0.29,0.17
Education,Motion,Deliver,Audio editing,0.27,0.34,0.23,0.07
Education,Motion,Deliver,Sound editing,0.36,0.46,0.32,0.11
Education,Motion,Deliver,Final effects,0.38,0.48,0.31,0.18
Education,Motion,Deliver,Post-production grade,0.39,0.50,0.32,0.08
Education,Motion,Deliver,Dispatch,0.44,0.55,0.37,0.22
Education,Motion,Deliver,Promotion,0.32,0.42,0.28,0.15
Education,Service Design,Discovery,Market research,0.06,0.08,0.06,0.02
Education,Service Design,Discovery,Market analysis,0.03,0.04,0.03,0.01
Education,Service Design,Discovery,Customer Insights,0.07,0.09,0.06,0.02
Education,Service Design,Discovery,Competitor analysis,0.06,0.08,0.05,0.03
Education,Service Design,Discovery,Audit ,0.03,0.05,0.03,0.01
Education,Service Design,Define,Service strategy,0.06,0.07,0.05,0.02
Education,Service Design,Define,Customer strategy,0.07,0.09,0.06,0.03
Education,Service Design,Define,Communications strategy,0.06,0.06,0.04,0.02
Education,Service Design,Define,Engagement strategy,0.07,0.08,0.06,0.02
Education,Service Design,Define,Design thinking,0.05,0.06,0.04,0.02
Education,Service Design,Develop,Strategy development,0.85,1.13,0.72,0.20
Education,Service Design,Develop,Design development,1.24,1.46,0.99,0.28
Education,Service Design,Develop,Program design,1.01,1.18,0.82,0.17
Education,Service Design,Develop,Presentation design,1.43,1.71,1.20,0.30
Education,Service Design,Deliver,Documentation,0.57,0.68,0.46,0.13
Education,Service Design,Deliver,Print production,0.45,0.58,0.38,0.11
Education,Service Design,Deliver,Digital touchpoints,0.50,0.65,0.42,0.24
Education,Service Design,Deliver,Production management,0.39,0.46,0.32,0.09
Education,Service Design,Deliver,Implementation,0.42,0.51,0.35,0.12
Education,Service Design,Discovery,Training,0.00,0.00,0.00,0.00
Education,Service Design,No Data,Customer Experience Model,0.00,0.00,0.00,0.00
Education,Service Design,Discovery,User Testing Services,0.00,0.00,0.00,0.00
Education,Service Design,No Data,Scenarios,0.00,0.00,0.00,0.00
Education,Service Design,No Data,Profiles,0.00,0.00,0.00,0.00
Education,InnovationInvention,Discovery,Market research,0.03,0.04,0.02,0.01
Education,InnovationInvention,Discovery,Market analysis,0.03,0.04,0.03,0.01
Education,InnovationInvention,Discovery,Customer Insights,0.03,0.03,0.02,0.01
Education,InnovationInvention,Discovery,Competitor analysis,0.02,0.03,0.02,0.01
Education,InnovationInvention,Discovery,Audit ,0.03,0.03,0.02,0.01
Education,InnovationInvention,Define,Brand strategy,0.08,0.10,0.07,0.04
Education,InnovationInvention,Define,Customer strategy,0.06,0.07,0.05,0.02
Education,InnovationInvention,Define,Digital strategy,0.05,0.06,0.04,0.02
Education,InnovationInvention,Define,Engagement strategy,0.06,0.08,0.05,0.01
Education,InnovationInvention,Define,Design thinking,0.05,0.06,0.04,0.01
Education,InnovationInvention,Develop,Strategy development,0.72,0.83,0.58,0.27
